location_id,pokemon_id,method,rate,min_level,max_level,postgame_only
icefall_cave_1f,220,くさむら,1%,23,23,false
icefall_cave_b1f,220,くさむら,20%,25,25,false
icefall_cave_b1f,220,くさむら,10%,27,27,false
icefall_cave_b1f,220,くさむら,10%,29,29,false
icefall_cave_b1f,220,くさむら,5%,31,31,false
icefall_cave_b1f,220,くさむら,4%,23,23,false
icefall_cave_b1f,220,くさむら,1%,23,23,false
icefall_cave_1f,225,くさむら,5%,30,30,false
icefall_cave_b1f,225,くさむら,5%,30,30,false
sevault_canyon_area,227,くさむら,5%,30,30,false
kanto_altering_cave_d,228,くさむら,20%,16,16,false
kanto_altering_cave_d,228,くさむら,20%,18,18,false
kanto_altering_cave_d,228,くさむら,10%,14,14,false
kanto_altering_cave_d,228,くさむら,10%,20,20,false
kanto_altering_cave_d,228,くさむら,10%,16,16,false
kanto_altering_cave_d,228,くさむら,10%,18,18,false
kanto_altering_cave_d,228,くさむら,5%,22,22,false
kanto_altering_cave_d,228,くさむら,5%,12,12,false
kanto_altering_cave_d,228,くさむら,4%,14,14,false
kanto_altering_cave_d,228,くさむら,4%,20,20,false
kanto_altering_cave_d,228,くさむら,1%,14,14,false
kanto_altering_cave_d,228,くさむら,1%,20,20,false
canyon_entrance_area,231,くさむら,10%,10,10,false
canyon_entrance_area,231,くさむら,4%,15,15,false
canyon_entrance_area,231,くさむら,1%,15,15,false
sevault_canyon_area,231,くさむら,20%,15,15,false
kanto_altering_cave_h,234,くさむら,20%,22,22,false
kanto_altering_cave_h,234,くさむら,20%,24,24,false
kanto_altering_cave_h,234,くさむら,10%,20,20,false
kanto_altering_cave_h,234,くさむら,10%,26,26,false
kanto_altering_cave_h,234,くさむら,10%,22,22,false
kanto_altering_cave_h,234,くさむら,10%,24,24,false
kanto_altering_cave_h,234,くさむら,5%,28,28,false
kanto_altering_cave_h,234,くさむら,5%,18,18,false
kanto_altering_cave_h,234,くさむら,4%,20,20,false
kanto_altering_cave_h,234,くさむら,4%,26,26,false
kanto_altering_cave_h,234,くさむら,1%,20,20,false
kanto_altering_cave_h,234,くさむら,1%,26,26,false
kanto_altering_cave_i,235,くさむら,20%,22,22,false
kanto_altering_cave_i,235,くさむら,20%,24,24,false
kanto_altering_cave_i,235,くさむら,10%,20,20,false
kanto_altering_cave_i,235,くさむら,10%,26,26,false
kanto_altering_cave_i,235,くさむら,10%,22,22,false
kanto_altering_cave_i,235,くさむら,10%,24,24,false
kanto_altering_cave_i,235,くさむら,5%,28,28,false
kanto_altering_cave_i,235,くさむら,5%,18,18,false
kanto_altering_cave_i,235,くさむら,4%,20,20,false
kanto_altering_cave_i,235,くさむら,4%,26,26,false
kanto_altering_cave_i,235,くさむら,1%,20,20,false
kanto_altering_cave_i,235,くさむら,1%,26,26,false
roaming_kanto_area,243,roaming-grass,25%,50,50,false
roaming_kanto_area,244,roaming-grass,25%,50,50,false
roaming_kanto_area,245,roaming-grass,25%,50,50,false
sevault_canyon_area,246,くさむら,4%,15,15,false
sevault_canyon_area,246,くさむら,1%,20,20,false
navel_rock_area,249,only-one,100%,70,70,false
navel_rock_area,250,only-one,100%,70,70,false
kanto_pokecenter_area,251,colosseum-bonus-disc-jpn,100%,10,10,false
birth_island_area,386,only-one,100%,30,30,false
